{'bit_size': 24, 'number': 10339159, 'lenstra_factor': 3391, 'lenstra_time': 0.0009262561798095703, 'lenstra_mem_mb': 0.0023927688598632812, 'hibrido_factor': 3049, 'hibrido_time': 0.0008120536804199219, 'hibrido_mem_mb': 0.00079345703125, 'qs_factor': 3049, 'qs_time': 0.002087116241455078, 'qs_mem_mb': 0.0214385986328125}
{'bit_size': 24, 'number': 13840837, 'qs_factor': 3449, 'qs_time': 0.0024123191833496094, 'qs_mem_mb': 0.02297210693359375, 'hibrido_factor': 4013, 'hibrido_time': 0.0060787200927734375, 'hibrido_mem_mb': 0.001617431640625, 'lenstra_factor': 4013, 'lenstra_time': 0.01316213607788086, 'lenstra_mem_mb': 0.0023927688598632812}
{'bit_size': 24, 'number': 13872499, 'lenstra_factor': 3529, 'lenstra_time': 0.0021615028381347656, 'lenstra_mem_mb': 0.0023021697998046875, 'qs_factor': 3529, 'qs_time': 0.003733396530151367, 'qs_mem_mb': 0.02333831787109375, 'hibrido_factor': 3931, 'hibrido_time': 0.018931865692138672, 'hibrido_mem_mb': 0.001617431640625}
{'bit_size': 24, 'number': 9541621, 'lenstra_factor': 3517, 'lenstra_time': 0.0004665851593017578, 'lenstra_mem_mb': 0.0023927688598632812, 'hibrido_factor': 2713, 'hibrido_time': 0.0014722347259521484, 'hibrido_mem_mb': 0.001617431640625, 'qs_factor': 2713, 'qs_time': 0.0035495758056640625, 'qs_mem_mb': 0.02149200439453125}
{'bit_size': 24, 'number': 7465807, 'hibrido_factor': 2347, 'hibrido_time': 0.0014400482177734375, 'hibrido_mem_mb': 0.001617431640625, 'lenstra_factor': 2347, 'lenstra_time': 0.0063018798828125, 'lenstra_mem_mb': 0.0023927688598632812, 'qs_factor': 2347, 'qs_time': 0.028020620346069336, 'qs_mem_mb': 0.0217742919921875}
{'bit_size': 24, 'number': 15754441, 'qs_factor': 3851, 'qs_time': 0.003568410873413086, 'qs_mem_mb': 0.023284912109375, 'hibrido_factor': 4091, 'hibrido_time': 0.004180431365966797, 'hibrido_mem_mb': 0.001617431640625, 'lenstra_factor': 4091, 'lenstra_time': 0.012134313583374023, 'lenstra_mem_mb': 0.0023927688598632812}
{'bit_size': 24, 'number': 8572687, 'qs_factor': 2161, 'qs_time': 0.004762411117553711, 'qs_mem_mb': 0.0217742919921875, 'lenstra_factor': 3967, 'lenstra_time': 0.016986370086669922, 'lenstra_mem_mb': 0.0023927688598632812, 'hibrido_factor': 2161, 'hibrido_time': 0.009640932083129883, 'hibrido_mem_mb': 0.001617431640625}
{'bit_size': 24, 'number': 6986251, 'lenstra_factor': 3079, 'lenstra_time': 0.0062465667724609375, 'lenstra_mem_mb': 0.0023927688598632812, 'hibrido_factor': 2269, 'hibrido_time': 0.0015442371368408203, 'hibrido_mem_mb': 0.001617431640625, 'qs_factor': 2269, 'qs_time': 0.004158496856689453, 'qs_mem_mb': 0.02149200439453125}
{'bit_size': 24, 'number': 9921539, 'lenstra_factor': 3119, 'lenstra_time': 0.0010864734649658203, 'lenstra_mem_mb': 0.0023927688598632812, 'hibrido_factor': 3181, 'hibrido_time': 0.0014438629150390625, 'hibrido_mem_mb': 0.001617431640625, 'qs_factor': 3181, 'qs_time': 0.003063678741455078, 'qs_mem_mb': 0.02149200439453125}
{'bit_size': 24, 'number': 6380399, 'qs_factor': 2357, 'qs_time': 0.0015964508056640625, 'qs_mem_mb': 0.0214385986328125, 'lenstra_factor': 2357, 'lenstra_time': 0.012679815292358398, 'lenstra_mem_mb': 0.0023927688598632812, 'hibrido_factor': 2707, 'hibrido_time': 0.012123823165893555, 'hibrido_mem_mb': 0.001617431640625}
{'bit_size': 24, 'number': 12611647, 'lenstra_factor': 3373, 'lenstra_time': 0.0013756752014160156, 'lenstra_mem_mb': 0.002384185791015625, 'hibrido_factor': 3739, 'hibrido_time': 0.0019664764404296875, 'hibrido_mem_mb': 0.001617431640625, 'qs_factor': 3373, 'qs_time': 0.007883071899414062, 'qs_mem_mb': 0.0230255126953125}
{'bit_size': 24, 'number': 7221593, 'lenstra_factor': 2141, 'lenstra_time': 0.004286527633666992, 'lenstra_mem_mb': 0.0023927688598632812, 'qs_factor': 2141, 'qs_time': 0.0031516551971435547, 'qs_mem_mb': 0.0217742919921875, 'hibrido_factor': 2141, 'hibrido_time': 0.005022525787353516, 'hibrido_mem_mb': 0.00079345703125}
{'bit_size': 24, 'number': 5664319, 'lenstra_factor': 2389, 'lenstra_time': 0.0009431838989257812, 'lenstra_mem_mb': 0.002384185791015625, 'qs_factor': 2371, 'qs_time': 0.0017998218536376953, 'qs_mem_mb': 0.02149200439453125, 'hibrido_factor': 2389, 'hibrido_time': 0.0019123554229736328, 'hibrido_mem_mb': 0.00079345703125}
{'bit_size': 24, 'number': 10207829, 'lenstra_factor': 3209, 'lenstra_time': 0.0009028911590576172, 'lenstra_mem_mb': 0.0023927688598632812, 'qs_factor': 3181, 'qs_time': 0.002276182174682617, 'qs_mem_mb': 0.02149200439453125, 'hibrido_factor': 3209, 'hibrido_time': 0.002947568893432617, 'hibrido_mem_mb': 0.001617431640625}
{'bit_size': 24, 'number': 10397533, 'lenstra_factor': 3467, 'lenstra_time': 0.004238605499267578, 'lenstra_mem_mb': 0.0023927688598632812, 'qs_factor': 2999, 'qs_time': 0.00427556037902832, 'qs_mem_mb': 0.02188873291015625, 'hibrido_factor': 2999, 'hibrido_time': 0.001068115234375, 'hibrido_mem_mb': 0.00079345703125}
